Portcard: BPix_Bm0_SEC1_PRT1
Module: BPix_BmO_SEC1_LYR2_LDR2H_MOD2
SDaOrigin: 64
RDaOrigin: 64
SDaRange: 64
RDaRange: 64
GridSize: 2
Tests: 10
GridScan:
64 64 0
64 66 0
64 68 0
64 70 0
64 72 0
64 74 0
64 76 0
64 78 0
64 80 0
64 82 0
64 84 0
64 86 0
64 88 0
64 90 0
64 92 0
64 94 0
64 96 0
64 98 0
64 100 0
64 102 0
64 104 0
64 106 0
64 108 0
64 110 0
64 112 0
64 114 0
64 116 0
64 118 0
64 120 0
64 122 0
64 124 0
64 126 0
66 64 0
66 66 0
66 68 0
66 70 0
66 72 0
66 74 0
66 76 0
66 78 0
66 80 0
66 82 0
66 84 0
66 86 0
66 88 0
66 90 0
66 92 0
66 94 0
66 96 0
66 98 0
66 100 0
66 102 0
66 104 0
66 106 0
66 108 0
66 110 0
66 112 0
66 114 0
66 116 0
66 118 0
66 120 0
66 122 0
66 124 0
66 126 0
68 64 0
68 66 0
68 68 0
68 70 0
68 72 0
68 74 0
68 76 0
68 78 0
68 80 0
68 82 0
68 84 0
68 86 0
68 88 0
68 90 0
68 92 0
68 94 0
68 96 0
68 98 0
68 100 0
68 102 0
68 104 0
68 106 0
68 108 0
68 110 0
68 112 0
68 114 0
68 116 0
68 118 0
68 120 0
68 122 0
68 124 0
68 126 0
70 64 0
70 66 0
70 68 0
70 70 0
70 72 0
70 74 0
70 76 0
70 78 0
70 80 0
70 82 0
70 84 0
70 86 0
70 88 0
70 90 0
70 92 0
70 94 0
70 96 0
70 98 0
70 100 0
70 102 0
70 104 0
70 106 0
70 108 0
70 110 0
70 112 0
70 114 0
70 116 0
70 118 0
70 120 0
70 122 0
70 124 0
70 126 0
72 64 0
72 66 0
72 68 0
72 70 0
72 72 0
72 74 0
72 76 0
72 78 0
72 80 0
72 82 0
72 84 0
72 86 0
72 88 0
72 90 0
72 92 0
72 94 0
72 96 0
72 98 0
72 100 0
72 102 0
72 104 0
72 106 0
72 108 0
72 110 0
72 112 0
72 114 0
72 116 0
72 118 0
72 120 0
72 122 0
72 124 0
72 126 0
74 64 0
74 66 0
74 68 0
74 70 0
74 72 0
74 74 0
74 76 0
74 78 0
74 80 0
74 82 0
74 84 0
74 86 0
74 88 0
74 90 0
74 92 0
74 94 0
74 96 0
74 98 0
74 100 0
74 102 0
74 104 0
74 106 0
74 108 0
74 110 0
74 112 0
74 114 0
74 116 0
74 118 0
74 120 0
74 122 0
74 124 0
74 126 0
76 64 0
76 66 0
76 68 0
76 70 0
76 72 0
76 74 0
76 76 0
76 78 0
76 80 0
76 82 0
76 84 0
76 86 0
76 88 0
76 90 0
76 92 0
76 94 0
76 96 0
76 98 0
76 100 0
76 102 0
76 104 0
76 106 0
76 108 0
76 110 0
76 112 0
76 114 0
76 116 0
76 118 0
76 120 0
76 122 0
76 124 0
76 126 0
78 64 0
78 66 0
78 68 0
78 70 0
78 72 0
78 74 0
78 76 0
78 78 0
78 80 0
78 82 0
78 84 0
78 86 0
78 88 0
78 90 0
78 92 0
78 94 0
78 96 0
78 98 0
78 100 0
78 102 0
78 104 0
78 106 0
78 108 0
78 110 0
78 112 0
78 114 0
78 116 0
78 118 0
78 120 0
78 122 0
78 124 0
78 126 0
80 64 0
80 66 0
80 68 0
80 70 0
80 72 0
80 74 0
80 76 0
80 78 0
80 80 0
80 82 0
80 84 0
80 86 0
80 88 0
80 90 0
80 92 0
80 94 0
80 96 0
80 98 0
80 100 0
80 102 0
80 104 0
80 106 0
80 108 0
80 110 0
80 112 0
80 114 0
80 116 0
80 118 0
80 120 0
80 122 0
80 124 0
80 126 0
82 64 0
82 66 0
82 68 0
82 70 0
82 72 0
82 74 0
82 76 0
82 78 0
82 80 0
82 82 0
82 84 0
82 86 0
82 88 0
82 90 0
82 92 0
82 94 0
82 96 0
82 98 0
82 100 10
82 102 10
82 104 10
82 106 1
82 108 0
82 110 0
82 112 0
82 114 0
82 116 0
82 118 0
82 120 0
82 122 0
82 124 0
82 126 0
84 64 0
84 66 0
84 68 0
84 70 0
84 72 0
84 74 0
84 76 0
84 78 0
84 80 0
84 82 0
84 84 0
84 86 0
84 88 0
84 90 0
84 92 0
84 94 0
84 96 0
84 98 10
84 100 10
84 102 10
84 104 10
84 106 1
84 108 0
84 110 0
84 112 0
84 114 0
84 116 0
84 118 0
84 120 0
84 122 0
84 124 0
84 126 0
86 64 0
86 66 0
86 68 0
86 70 0
86 72 0
86 74 0
86 76 0
86 78 0
86 80 0
86 82 0
86 84 0
86 86 0
86 88 0
86 90 0
86 92 0
86 94 0
86 96 10
86 98 10
86 100 10
86 102 10
86 104 3
86 106 0
86 108 0
86 110 0
86 112 0
86 114 0
86 116 0
86 118 0
86 120 0
86 122 0
86 124 0
86 126 0
88 64 0
88 66 0
88 68 0
88 70 0
88 72 0
88 74 0
88 76 0
88 78 0
88 80 0
88 82 0
88 84 0
88 86 0
88 88 0
88 90 0
88 92 0
88 94 10
88 96 10
88 98 10
88 100 10
88 102 4
88 104 2
88 106 0
88 108 0
88 110 0
88 112 0
88 114 0
88 116 0
88 118 0
88 120 0
88 122 0
88 124 0
88 126 0
90 64 0
90 66 0
90 68 0
90 70 0
90 72 0
90 74 0
90 76 0
90 78 0
90 80 0
90 82 0
90 84 0
90 86 0
90 88 0
90 90 0
90 92 10
90 94 10
90 96 10
90 98 10
90 100 4
90 102 2
90 104 0
90 106 0
90 108 0
90 110 0
90 112 0
90 114 0
90 116 0
90 118 0
90 120 0
90 122 0
90 124 0
90 126 0
92 64 0
92 66 0
92 68 0
92 70 0
92 72 0
92 74 0
92 76 0
92 78 0
92 80 0
92 82 0
92 84 0
92 86 0
92 88 0
92 90 10
92 92 10
92 94 10
92 96 10
92 98 4
92 100 2
92 102 0
92 104 0
92 106 0
92 108 0
92 110 0
92 112 0
92 114 0
92 116 0
92 118 0
92 120 0
92 122 0
92 124 0
92 126 0
94 64 0
94 66 0
94 68 0
94 70 0
94 72 0
94 74 0
94 76 0
94 78 0
94 80 0
94 82 0
94 84 0
94 86 0
94 88 10
94 90 10
94 92 10
94 94 10
94 96 3
94 98 2
94 100 0
